text,Dialect,sentiment,confidence
البرد اسوأ شعور بالدنيا كيف الواحد بدفي ايديه واجريه جد,Ammani,Negative,Medium
اخوي بشغل بودكاست وبغى مشان الله شو بقومني اطفيه هلا,Ammani,Negative,High
هاد الناقص يجيبي ابو شخة يعبرلي عن رأيه طب زرقه بعمري والهبلنك بشغلة مفيدة افضللك,Ammani,Negative,High
اتمنى ما نصدق اشي لحتى المقاومة تعلن بيان رسمي,Ammani,Neutral,Medium
في شب بالمحاضرة اسمه عزالدين الدروبي مش عارف لو سمعت غلط بس كل الاحترام للدروبي,Ammani,Positive,High
مبارح كان عايش ومحدش داري عنه اليوم تذكرتو انكم بتحبوه انداري الناس,Ammani,Negative,High
عنجد اكثر صحبة بكرهها هي الصحبة الثلاثية وعشاني ما بحبها دايماً الله بترزقني اياها وين ما اروح ووين ما اجي,Ammani,Negative,High
فش كزبرة عند الخضرجى اجيب بقدونس بدلها ولا بزبطش,Ammani,Neutral,High
بتخوت كنت بس يعني انتي اديب لانك شكيتِ بحساباتك انا,Ammani,Neutral,High
البنت الي بتحط جمب اسمها حية شو بكون نيتها لها,Ammani,Neutral,High
"احسنلك لو تحاولي تشوفيه اول ما يخلص محاضراته بالكلية 
لانه دايما اجتماعات وهيك ما بقعد بمكتبه يدوب",Ammani,Neutral,High
انا مروح من الشغل وقفت ع إشارة 36 بالزرقا ووقفت جنبي سيارة فيها 3 بنات ومن شكلهم مايعات ومسلمات أمرهم لربنا وبسمعوا مهرجانات اللي ورا بتحكيلي البس نظاره حرام عيونك الحلوين توجعهم الشمس يسعدهم بس إيش في؟ لا جد جد بالله إيش في؟,Ammani,Neutral,High
يفدح عردك عنجد بفدح عردك مو وقتنا خلينا نركز بالتمرين بس خلص تمرين بردلك يفدح عردك عنجد,Ammani,Negative,High
الكل سامع الا انا؟ فيش صوت بخوان بتتوهمو,Ammani,Neutral,High
يفدح عردك الي ساعه بكذب عليك وبجبر بخاطرك اخر شي بتزت حكي بمعنى اني ميت عليك ولك شفقان عليك يا غبي,Ammani,Negative,High
بتعرف احنا مين؟ احنا فازات الشامي ولااااك زوط,Ammani,Neutral,High
ترا الرجال ما بفهمو بالتلميحات إذا بدكو منا اشي اطلبوه مباشرة,Ammani,Neutral,High
والله اني منيح بس مش من بعيد,Ammani,Neutral,High
خلينا نتفق انه كل شخص يتعامل معك حسب اهميتك عنده,Ammani,Neutral,Medium
اوقات بقدس اخطائي الي خلتني واعي,Ammani,Positive,Medium
يوم السبت ممل بتحس ريحته كآبة,Ammani,Negative,Medium
مستحيل بابا يعني كل الي طلبته منك غزال كيف يعني بتحكيلي من وين اجيبلك غزال,Ammani,Negative,High
استقبل التعازي حتى هذا طلع معي بالجامعه,Ammani,Neutral,Medium
هواجيس العصر اوسخ من هواجيس الليل,Ammani,Negative,Medium
هي اختياراتي مدمرة حياتي فعلاً و لا مين بدخل كلية الهندسة بكل عقله,Ammani,Negative,High
صار نفسي اتعرف على بني ادم طبيعي,Ammani,Neutral,Medium
شرط من شروط الزواج يشتريلي حصان.......,Ammani,Neutral,Medium
مشكلتي ما بفكر قبل ما احكي,Ammani,Negative,High
والناس والناس شو بدها تحكي عنكم الناس,Ammani,Negative,High
اشي بيكره حاله و اشي بيكرههني انا بس لو سيارة لبعيد تاخذني,Ammani,Negative,High
اقتلوني بس لا تخلوني اناقش حد غبي,Ammani,Negative,High
ما حكينا اعتماد بس اه بهمني خلفيه عيلته شو,Ammani,Neutral,High
اكيد مش متوقعه اتزوج حدا بنفس مستوى اهلي بالزبط بس ع الاقل اكون ضامنه انه حدا قادر يشتغل ع حاله وقادر يوفرلي حياة شبيهة باللي كنت فيها حتى لو اخذ الموضوع كم سنه لقدام لانه مش مضطرة اظلم حالي ولا اظلم اطفالي مستقبلاً,Ammani,Neutral,Medium
لا انت مش محترم لما تتمسخر ع ديانة غيرك حتى لو انت شايفها غلط,Ammani,Neutral,Medium
لما تكوني بنت عز تروحيش تحبي واحد منتف لو سمحتي,Ammani,Neutral,High
حد يحكيلي انو جد ما اشتري او اواعي عيد عشان ما احس حالي منبوذ,Ammani,Neutral,High
اليوم قاعد وبمرق الوقت على مهلي,Ammani,Neutral,High
نفسي اشرب قهوة وما اعمل اشي بعدها,Ammani,Neutral,Medium
الجو حلو بس ما الي نفس اطلع,Ammani,Neutral,Medium
بدي اطلع بس مش عارف وين اروح,Ammani,Neutral,Medium
اليوم مزاجي رايق بس كسلان شوي,Ammani,Neutral,Medium
قاعد عالتلفون بدون اي سبب واضح,Ammani,Neutral,Medium
بدي اشي خفيف يغير مودي اليوم,Ammani,Neutral,Medium
يوم عادي جداً بدون اي احداث جديدة,Ammani,Neutral,Medium
بدي انام بس مش جاي النوم ابداً,Ammani,Neutral,Medium
صحيت تعبان مع اني نايم منيح,Ammani,Neutral,Medium
نفسي اطلع لفه سريعة وارجع عالبيت,Ammani,Neutral,Medium
قاعد بسكر وافتح نفس التطبيقات طول الوقت,Ammani,Negative,Medium
بدي اشي بسيط يزبط مزاجي اليوم,Ammani,Neutral,Medium
الجو مناسب اقعد بالبيت وما اطلع,Ammani,Neutral,Medium
بدي اضحك بس مش لاقي اشي يضحك,Ammani,Negative,Medium
يومي بلش وبدي يخلص بسرعة,Ammani,Negative,Medium
قاعد بدون هدف وبمرق وقتي هيك,Ammani,Negative,Medium
بدي اشي اشربه بس محتار شو اختار,Ammani,Neutral,Medium
مزاجي غريب اليوم مش فاهم حالي,Ammani,Negative,Medium
قاعد بحاول ما امل بس صعب,Ammani,Negative,Medium
اليوم طويل زيادة ومش راضي يخلص,Ammani,Negative,Medium
بدي اطلع بس ما عندي مكان معين,Ammani,Neutral,Medium
قاعد بعمل ولا اشي من الصبح,Ammani,Negative,Medium
بدي اغير جو بس من مكاني الحالي,Ammani,Neutral,Medium
يوم بدون احداث وكل اشي هادي,Ammani,Neutral,Medium
قاعد بتفرج عالفاضي بدون تركيز,Ammani,Negative,Medium
بدي اسمع اغاني بس مش جاي المزاج,Ammani,Negative,Medium
اليوم بيمشي ببطء بشكل غريب,Ammani,Negative,Medium
بدي احكي مع حدا بس مش عارف مين,Ammani,Negative,Medium
قاعد بلف عالتطبيقات بدون اي هدف,Ammani,Negative,Medium
بدي اشي بسيط يزبط يومي اليوم,Ammani,Neutral,Medium
اليوم كسل رسمي وما الي نفس اعمل اشي,Ammani,Negative,Medium
قاعد ومش عارف شو ممكن اعمل,Ammani,Negative,Medium
بدي اكل بس مش حاسس بالجوع,Ammani,Negative,Medium
يوم هادي زيادة عن اللزوم اليوم,Ammani,Neutral,Medium
قاعد بدون تركيز وبضيع وقتي,Ammani,Negative,Medium
بدي اغير مودي بس مش عارف كيف,Ammani,Negative,Medium
قاعد بمرق الوقت بدون اي فايدة,Ammani,Negative,Medium
يوم بدون طعم ولا في اشي مميز,Ammani,Negative,Medium
بدي اطلع بس بنفس الوقت كسلان,Ammani,Negative,Medium
قاعد بفكر شو اعمل وبعملش اشي,Ammani,Negative,Medium
اليوم مناسب اقعد واكون كسلان شوي,Ammani,Neutral,Medium
بدي اشي يحمسني اعمل اشي جديد,Ammani,Positive,Medium
قاعد بس مستني يخلص اليوم بسرعة,Ammani,Negative,Medium
مزاجي نص نص مش منيح ولا سيء,Ammani,Neutral,Medium
بدي اشي خفيف هيك بدون تعب,Ammani,Neutral,Medium
قاعد عالتلفون بدون سبب واضح,Ammani,Neutral,Medium
يوم بسيط زيادة وكل اشي هادي,Ammani,Neutral,Medium
بدي اشي يصير يغير جو اليوم,Ammani,Neutral,Medium
قاعد لحالي وبحاول امشي اليوم,Ammani,Neutral,Medium
بفتح الثلاجة وبرجع اسكرها بدون سبب,Ammani,Neutral,Medium
كل شوي بفتح نفس التطبيق بدون فايدة,Ammani,Negative,Medium
بلبس عشان اطلع وبرجع اغير رأيي,Ammani,Neutral,Medium
بدي ادرس بس فجأة بصير كل اشي اهم,Ammani,Negative,Medium
بفتح فيديو واحد وبلاقي حالي ضايع,Ammani,Negative,Medium
بقول بنام بكير وبصحى متأخر كالعادة,Ammani,Negative,Medium
بشتري اكل وبوكل اشي ثاني بالنهاية,Ammani,Neutral,Medium
بطلع مشوار بسيط وبرجع تعبان زيادة,Ammani,Negative,Medium
بدي اغير روتيني وبزهق من اول يوم,Ammani,Negative,Medium
بعمل خطة وبطنشها بنفس اللحظة,Ammani,Negative,Medium
كل ما ارتب غرفتي بضيع اشي مهم,Ammani,Negative,Medium
بفتح اغاني وبقعد اختار نص ساعة,Ammani,Negative,Medium
بدي اركز بس التلفون مش مساعد,Ammani,Negative,Medium
بقعد افكر شو اعمل وبعملش اشي,Ammani,Negative,High
بدي اطلع بس مش لاقي حدا يطلع معي,Ammani,Negative,High
بفتح اليوتيوب وبنسى ليش فتحته,Ammani,Negative,High
بدي اعمل اشي مفيد وبأجل لبعدين,Ammani,Negative,High
بضلني اقول هلأ وبأجل الموضوع,Ammani,Negative,High
بدي اوقف تسويف بس مو زابط معي,Ammani,Negative,High
بعمل قهوة وبنساها تبرد لحالها,Ammani,Neutral,High
بحكي دقيقة وبضيع نص ساعة بسهولة,Ammani,Negative,High
بفتح رسالة وبنسى ارد عليها,Ammani,Negative,High
بدي انجز اشي وبضيع بالاشياء الجانبية,Ammani,Negative,High
بعمل ليست وبطنشها بنفس اليوم,Ammani,Negative,Medium
بدي ارتب وقتي بس الوقت مش راضي,Ammani,Negative,Medium
ببلش اشي بحماس وبخلصه بدون نفس,Ammani,Negative,Medium
بدي اركز بس راسي مليان افكار,Ammani,Negative,Medium
بشتت حالي بدون سبب واضح,Ammani,Negative,Medium
بدي يوم بدون مقاطعات ولا ازعاج,Ammani,Neutral,Medium
ببلش شغلة وبفتح ثلاث شغلات معها,Ammani,Negative,Medium
بدي اعيش يوم بدون ما استعجل حالي,Ammani,Neutral,Medium
بحاول امشيها بس الامور بتتعقد,Ammani,Negative,Medium
بدي اكون مرتاح بس مش عارف كيف,Ammani,Negative,Medium
بحكي خلص وبرجع لنفس الدوامة,Ammani,Negative,Medium
بدي اطنش بس في اشياء بتذكرني,Ammani,Negative,Medium
بحكي ما بهمني وبرجع بسأل بعدها,Ammani,Negative,Medium
بدي اسكت بس في كلام لازم ينحكى,Ammani,Neutral,Medium
بحاول اكون رايق بس الوضع مش مساعد,Ammani,Negative,Medium
بدي اكون طبيعي بس اليوم غريب,Ammani,Negative,Medium
بحكي بسيطة وبتطلع معقدة بالنهاية,Ammani,Negative,Medium
كل مرة بقول رح اغير وبكمل نفس الشي,Ammani,Negative,Medium
بحاول ما اهتم بس الموضوع بيرجع,Ammani,Negative,Medium
بدي اعيش بدون تفكير زيادة عن اللزوم,Ammani,Neutral,Medium
بحكي خلص وبكون لسا بالبداية,Ammani,Negative,Medium
بدي اطنش بس التفاصيل بتعلق براسي,Ammani,Negative,Medium
بحاول افهم وبضيع اكثر,Ammani,Negative,Medium
بدي اريح راسي بس مش قادر,Ammani,Negative,Medium
بحكي عادي وبكون مو عادي,Ammani,Negative,Medium
بدي اوقف تحليل كل موقف بصير,Ammani,Negative,Medium
بحاول اكون واضح وبخربط كل اشي,Ammani,Negative,Medium
اليوم بدي اكون منتج بس واضح العكس,Ammani,Negative,Medium
قاعد بحاول ارتب افكاري ومش زابطة,Ammani,Negative,Medium
بدي ابلش شغلة بس مش عارف من وين,Ammani,Negative,Medium
كل اشي حواليني مرتب الا راسي,Ammani,Negative,Medium
بدي اركز بس كل اشي بشتتني اليوم,Ammani,Negative,Medium
قاعد بس مستني يخلص الدوام بسرعة,Ammani,Negative,Medium
بدي اطلع اتمشى بس الكسل اقوى,Ammani,Negative,Medium
بحكي بدي اغير جو وبقعد مكاني,Ammani,Neutral,Medium
بفتح اللابتوب وبنسى ليش فتحته,Ammani,Negative,Medium
اليوم مزاجي مش واضح حتى الي,Ammani,Neutral,Medium
بدي اعمل اشي مفيد بس مش جاي عبالي,Ammani,Negative,Medium
قاعد بفكر اطلع وبأجل الفكرة,Ammani,Negative,Medium
كل اشي جاهز الا انا مش جاهز,Ammani,Negative,Medium
بدي اكون نشيط بس جسمي رافض,Ammani,Negative,Medium
بفتح موضوع وبنسى شو كنت بدي,Ammani,Negative,Medium
بدي اخلص شغلي بسرعة وبتمهل زيادة,Ammani,Negative,Medium
قاعد بمرق الوقت بدون احساس,Ammani,Neutral,Medium
بدي اعمل اشي جديد بس نفس الاشياء,Ammani,Negative,Medium
اليوم كسل غير طبيعي بصراحة,Ammani,Negative,Medium
بدي اركز بس الجو مش مساعد,Ammani,Negative,Medium
بفتح تطبيق وبسكره بدون سبب واضح,Ammani,Neutral,Medium
قاعد بحاول اكون هادي بس زهقان,Ammani,Negative,Medium
بدي اغير مكاني بس مو فارقة,Ammani,Neutral,Medium
بدي اطلع مشوار بسيط وبرجع بسرعة,Ammani,Neutral,Medium
اليوم بيمشي ببطء مش طبيعي,Ammani,Negative,Medium
قاعد بعمل شغلات عالفاضي بس,Ammani,Negative,Medium
بدي اشرب اشي بس مو عارف شو,Ammani,Neutral,Medium
بحكي خلص بوقف تلفون وبرجع امسكه,Ammani,Negative,Medium
بدي اكون رايق بس في ملل,Ammani,Negative,Medium
اليوم كله نفس الروتين بدون تغيير,Ammani,Negative,Medium
قاعد بفكر شو اطبخ وبطلب جاهز,Ammani,Neutral,Medium
بدي ادرس بس فجأة بصير عندي نعاس,Ammani,Negative,Medium
بفتح اغاني وبضل اقلب بينهم,Ammani,Neutral,Medium
قاعد عالكنباي وما الي نفس اتحرك,Ammani,Negative,Medium
بدي اغير جو الغرفة بدون سبب,Ammani,Neutral,Medium
اليوم مناسب اقعد واسكت لحالي,Ammani,Neutral,Medium
بدي اطلع بس ما بدي ازعج حدا,Ammani,Neutral,Medium
قاعد بفكر ليش اليوم هيك بطيء,Ammani,Negative,Medium
بدي اعمل قهوة وبأجلها كل مرة,Ammani,Negative,Medium
اليوم مزاجي بسيط بدون اي طاقة,Ammani,Negative,Medium
بدي اخلص اشي واحد وبفتح اشياء ثانية,Ammani,Negative,Medium
قاعد بمرق وقتي بدون ما احس,Ammani,Neutral,Medium
بدي اطلع بس الجو مكسلني زيادة,Ammani,Negative,Medium
بفتح فيديو وبضيع بسلسلة كاملة,Ammani,Negative,Medium
بدي اكون مركز بس مش قادر,Ammani,Negative,Medium
اليوم حاسه طويل بدون سبب,Ammani,Negative,Medium
قاعد بحاول اكون مفيد بس مش زابط,Ammani,Negative,Medium
بدي اسوي اشي بسيط وبعقده,Ammani,Negative,Medium
اليوم ما في اشي مميز بصراحة,Ammani,Neutral,Medium
قاعد بمرق اليوم زي اي يوم,Ammani,Neutral,Medium
بفتح الثلاجة وبرجع بدون ما اخذ اشي,Ammani,Neutral,Medium
كل ما اقرر اطلع بتذكر اني كسلان,Ammani,Negative,Medium
بدي اطبخ اشي وبغير رأيي بالنص,Ammani,Neutral,Medium
بفتح الاغاني وبقعد اختار بدون ما اسمع,Ammani,Neutral,Medium
بدي اغير روتيني بس بحب راحتي,Ammani,Neutral,Medium
بطلع مشوار قصير وبرجع تعبان اكثر,Ammani,Negative,Medium
بدي اركز بس كل اشي حواليني مشتت,Ammani,Negative,Medium
بقعد افكر اشي بسيط وبعقده لحالي,Ammani,Negative,Medium
بدي اخلص شغلة وبفتح شغلات ثانية,Ammani,Negative,Medium
كل يوم بحكي رح انام بكير وبأجل,Ammani,Negative,Medium
بفتح التلفون بس عشان اشوف الوقت,Ammani,Neutral,Medium
بدي اطلع بس ما عندي سبب واضح,Ammani,Neutral,Medium
بشتري اكل وبفقد نفسيتي عليه,Ammani,Negative,Medium
بدي اغير جو وبقعد بنفس المكان,Ammani,Negative,Medium
بقعد عالكنباي وبكسل حتى اتحرك,Ammani,Negative,Medium
بدي اعمل قهوة وبنسى الموضوع,Ammani,Neutral,Medium
كل ما اركز بتيجي افكار غريبة,Ammani,Negative,Medium
بفتح فيديو وبكمله للنهاية غصب,Ammani,Neutral,Medium
بدي ادرس بس فجأة بصير تعبان,Ammani,Negative,Medium
بقعد بدون سبب واضح وبضيع وقتي,Ammani,Negative,Medium
بدي اطلع اتمشى بس الجو مش مشجع,Ammani,Negative,Medium
بفتح المحادثات وما بحكي مع حدا,Ammani,Negative,Medium
بدي اغير مودي بس مش عارف كيف,Ammani,Negative,Medium
كل ما اقرر ابلش بطلعلي اشي ثاني,Ammani,Negative,Medium
بدي اخلص اشي وبأجل بدون سبب,Ammani,Negative,High
بقعد عالتلفون بدون ما احس بالوقت,Ammani,Negative,Medium
بدي اسوي اشي مفيد وبزهق بسرعة,Ammani,Negative,Medium
كل اشي حواليني مرتب الا مزاجي,Ammani,Negative,High
بدي اكون نشيط بس جسمي مش متعاون,Ammani,Negative,Medium
بفتح تطبيق وبطلع منه فوراً,Ammani,Neutral,Medium
بدي اطلع بس ما الي نفس البس,Ammani,Negative,High
بقعد افكر شو اعمل وبعملش اشي,Ammani,Negative,Medium
بدي اغير جو بس ما بدي اطلع,Ammani,Negative,Medium
كل ما اركز بتيجي رسالة تشتتني,Ammani,Negative,High
بفتح اشي وبنسى ليش فتحته,Ammani,Negative,Medium
بدي اخلص شغلي بس بأجل لبعدين,Ammani,Negative,Medium
بقعد بمرق الوقت بدون اي فايدة,Ammani,Negative,High
بدي اعمل اشي جديد وبكرر القديم,Ammani,Negative,Medium
كل يوم نفس الروتين بدون تغيير,Ammani,Negative,Medium
بفتح فيديو وبضيع بين المقاطع,Ammani,Negative,High
بدي اطلع بس بكسل باخر لحظة,Ammani,Negative,Medium
بقعد لحالي وبزهق من حالي,Ammani,Negative,Medium
بدي اغير اشي بس مش عارف شو,Ammani,Negative,High
كل ما ارتب اشي بخرب اشي ثاني,Ammani,Negative,Medium
بدي اركز بس راسي مش صافي,Ammani,Negative,Medium
بدي اخلص يومي بدون ما احس فيه,Ammani,Neutral,High
بقعد بعمل ولا اشي من الصبح,Ammani,Negative,Medium
بدي اكون رايق بس الملل موجود,Ammani,Negative,Medium
كل اشي بسيط بس انا معقده,Ammani,Neutral,High
بفتح الثلاجة كل شوي بدون سبب,Ammani,Neutral,Medium
بدي اطلع بس ما عندي طاقة,Ammani,Negative,Medium
بقعد بمرق الوقت وبحسب الساعات,Ammani,Negative,High
بدي اعمل اشي مفيد وبأجل,Ammani,Negative,Medium
كل ما احكي دقيقة بضيع ساعة,Ammani,Negative,Medium
بفتح الاغاني وبعيد نفس المقطع,Ammani,Neutral,High
بدي اركز بس الضجة براسي اكثر,Ammani,Negative,Medium
بقعد بعمل اشياء صغيرة بدون هدف,Ammani,Negative,Medium
بدي اغير روتيني وبزهق بسرعة,Ammani,Negative,High
كل ما اقرر انجز بتأجل,Ammani,Negative,Medium
بفتح فيديو واحد وبشوف عشرة وراه,Ammani,Negative,Medium
مش طبيعي قديش الأزمة اليوم,Ammani,Negative,high
"يا زلمة، والله إنك قطاعة",Ammani,Positive,high
"اطلع بدري عشان تلحق ، الأزمة عند دوار الداخلية مش طبيعية",Ammani,Negative,high
شو قصة الحفريات اللي بطلت تخلص بشارع مكة؟,Ammani,Negative,high
"دير بالك وأنت سايق، الدنيا مطر والشوارع بتزحلق",Ammani,Negative,high
قديش بتوخذ من الدوار السابع للمطار؟,Ammani,neutral,high
"التوجيهي بالأردن هيبة، البيت كله بصير بحالة طوارئ",Ammani,neutral,high
"البيت بيتك، لا تستحي، اعتبر حالك بين أهلك",Ammani,Positive,high
"الله يعطيك العافية، غلبناك معنا اليوم",Ammani,Positive,high
"صارلي ساعة بستنى فيك، وينك لهلأ؟",Ammani,Negative,high
"صاير تمشي كل يوم، والله برافو عليك",Ammani,Positive,medium
"الوالدة من الصبح وهي بتنظف بالبيت، شكلها عازمة  حدا",Ammani,Neutral,high
"بعتلك لوكيشن المحل على الواتساب، شفته؟",Ammani,Neutral,high
"النت عندي بعلق، مش عارف أحضر الحلقة",Ammani,Negative,high
شو باسوورد  الواي فاي تاعكم,Ammani,neutral,high
الكهربجي هاد إيده خفيفة وبخلص الشغل بسرعة,Ammani,Positive,high
"دهان البيت بدو تغيير، اللون هاد صار قديم وبغبر بسرعة",Ammani,Negative,high
يزم أنت بتحكي جد ولا بتمزح معي؟,Ammani,neutral,high
"والله انحرجت منه، عزمني وما قدرت أروح",Ammani,Negative,high
والله إنه ابن حلال وما بقصر مع حدا,Ammani,Positive,high
"يا لطيف شو نفسيته حامضة، ما بيضحك للرغيف السخن",Ammani,Negative,high
"صحتين وعافية على قلبك، ان شاء الله مطرح ما يسري يمري",Ammani,Positive,high
"ادهن فيكس وتلحف منيح، وبكرة بتصحى زي الحصان",Ammani,Positive,high
"الصوبة بدها فتيلة جديدة، ريحتها صارت كاز",Ammani,Negative,high
"القلوب عند بعضها، والله كنت لسا بدي أرن عليك.",Ammani,Positive,high
" الله يهني سعيد بسعيدة ، والله بلبقوا لبعض",Ammani,Positive,high
"يا زلمة لا تغلب حالك، والله جيتك هي أكبر هدية",Ammani,Positive,high
"البس فروة، البرد بعمان بقص المسمار قص.",Ammani,neutral,high
"لا تشيل هم، ربك بدبرها من سابع سما",Ammani,Positive,high
البراند تبعنا صار معروف بكل الأردن هسا,Ammani,Positive,high
"السي في تبعك مرتب، بس بدك نفس طويل بالمقابلات",Ammani,Positive,high
"اللوكيشن اللي بعته غلط، وصلت لآخر الدنيا وما لقيت حدا",Ammani,Negative,high
"طول بالك يا زلمة، العصبية ما بتجيب إلا الضغط والسكري",Ammani,neutral,high
"يزم فكك  منه، هاد بني آدم  سلبي  وبس بده يخرب المزاج.",Ammani,Negative,medium
"شو هالمسخرة، صرلنا ساعة بنستنى عشان وجبة؟",Ammani,Negative,high
"باص عمان الجديد مرتب وفيه تكييف، والله اتطورنا",Ammani,Positive,high
"بدي أعمل دروب للمادة، مش فاهم فيها ولا شي",Ammani,Negative,medium
نزلت صيفي عشان أتخرج وأخلص من وجع الراس,Ammani,neutral,high
"البروجكت بده شغل جماعي، بس كالعادة أنا اللي بشتغل والكل بوخد علامة",Ammani,Negative,high
أي ساعة بتبلش محاضرتك الجاية؟ خلينا نلحق نفطر قبلها,Ammani,neutral,high
ليش الدكتور حاط نقره من نقري؟ كل ما أجاوب بطلعلي غلط.,Ammani,Negative,high
"الله يعيننا على هالدكاترة، كل واحد مفكر مادته أهم مادة بالكون",Ammani,Negative,high
ريحة القهوة السادة الصبح بتخلي الواحد يصحصح غصب عنه,Ammani,Positive,high
"اليوم كان طويل بشكل مش طبيعي، من الصبح وأنا مشغول",Ammani,Negative,high
"صف السيارة هون وأنا بنزل بشتري الغرض وباجي بسرعة، ما راح أتأخر",Ammani,neutral,high
"اشتريت ايربودز وطلعت وحدة منهم خربانة، حظي وبعرفه",Ammani,Negative,high
"يا جماعة خلونا نغير جو، والله النفسية محتاجة شمّة هواء",Ammani,neutral,high
"عنجد لو نركز شوي، بنخلص كل إشي بسرعة",Ammani,neutral,high
ليش ما نستخدم تولز تساعدنا بدل هالتعب كله؟,Ammani,neutral,high
ليش ما نعمل تشيك سريع قبل ما نسلم؟,Ammani,neutral,high
يا زلمة في ضغط نفسي زيادة عن اللزوم بهالفترة,Ammani,Negative,high
يا زلمة الباص تأخر نص ساعة وأنا واقف مستني بالبرد,Ammani,Negative,high
"يا زلمة الدكتور شرحه بواد والامتحان بواد، الله يستر من الفاينل",Ammani,Negative,high
بدي ستادي بارتنر ندرس مع بعض,Ammani,neutral,medium
على راسي والله,Ammani,neutral,high
شو هالغيبة؟ زمان عنك,Ammani,neutral,high
شو بدك تعمل هسا؟,Ammani,neutral,high
عندك فكة خمسة؟,Ammani,neutral,high
شو في ما في,Ammani,neutral,high
الوضع لوز,Ammani,neutral,high
والله إني طفران عالاخر,Ammani,Negative,high
طلعت روحي وأنا بستنى,Ammani,Negative,high
بمون عليك,Ammani,Positive,high
بنشوفك على خير,Ammani,neutral,high
"أعطيني الصافي، شو صار معك؟",Ammani,neutral,high
الرادار لقطني على طريق المطار,Ammani,Negative,high
"خلص، تمّ الموضوع، اعتبره خالص",Ammani,Positive,medium
شو هالشياكة؟ طالع عريس اليوم,Ammani,Positive,high
لسانه متبري منه,Ammani,Negative,high
شوفلك واسطة بلكي مشيت الأمور,Ammani,neutral,high
شو طابخة أمي اليوم؟ ميت جوع,Ammani,neutral,high
والله القعدة معكم ما بتنمل,Ammani,neutral,high
"خلينا نشوفك قريب، لا تقطعنا",Ammani,neutral,high
سلّم لي على  الوالد والوالدة  كثير,Ammani,neutral,high
"يا زلمة  أكلت راسي  بالقصة، خلص فهمنا",Ammani,Negative,high
والله ما فيها مجال,Ammani,neutral,high
والله الفيو  هون بجنن,Ammani,neutral,high
إحنا  ولاد بلد  وبنعرف بعض منيح,Ammani,Positive,high
يا خوي  صيت غنى ولا صيت فقر,Ammani,neutral,high
والله هيبة يا كبير,Ammani,Positive,high
طمنّا عنك بس توصل,Ammani,neutral,high
يا ويلي ما أثقل دمك لما بدك شغلة,Ammani,Negative,high
"هاي القطعة نخب أول، مستحيل تلاقي زيها",Ammani,neutral,high
"والله  السعر نار ، راعينا شوي يا حج",Ammani,neutral,high
"بدي غرض يعيش معي، مش يومين ويخرب",Ammani,neutral,high
في أكل و لا نوصي ؟,Ammani,neutral,high
"والله الدنيا تلاهي، الواحد مش ملحق",Ammani,neutral,high
شو يا معلم؟ وين أراضيك؟,Ammani,neutral,high
"إقعد يا زلمة، لسه السهرة بأولها",Ammani,neutral,high
العمر بخلص والشغل ما بخلص,Ammani,Negative,high
بدنا نطلع نشتري أغراض للبيت,Ammani,neutral,high
مين اللي ترك الباب مفتوح,Ammani,neutral,high
يا الله شو البيت هادي والولاد نايمين,Ammani,neutral,high
"بدنا نضب أواعي الشتا، الصيف إجا",Ammani,neutral,high
والله الجيرة الطيبة رزق من الله,Ammani,neutral,high
البيت بدو تعزيلة محترمة قبل العيد,Ammani,neutral,high
ما أغلى من الولد إلا ولد الولد,Ammani,Positive,high
بدنا نصلح الحنفية صار لها أسبوع بتنقط,Ammani,Negative,high
خلينا ننام بدري ورانا دوام,Ammani,neutral,high
والله الشغل هاد بهد الحيل,Ammani,Negative,high
"يا زلمة لا تدقق كثير، مشي الأمور",Ammani,neutral,high
"يا خوي الأرزاق على الله، لا تحمل هم",Ammani,Positive,high
"والله السوق نايم، ما في حركة بيع",Ammani,Negative,high
والله ما ضل حدا ما حكى بالموضوع,Ammani,Negative,high
يا زلمة لا تتفلسف وإنت مش فاهم رأسك من رجليك,Ammani,Negative,high
"يا أخي لا تقارني بغيري، كل واحد وظروفه",Ammani,Negative,high
"الحق مش عليك، الحق عليّ أنا",Ammani,Negative,high
"يا زلمة كفّيت ووفّيت، ما قصرت",Ammani,positive,high
والله القلوب عند بعضها يا غالي.,Ammani,neutral,high
"يا خوي الصاحب ساحب، اختار صاحبك صح",Ammani,neutral,high
ما حدا بوخذ معه شي على القبر,Ammani,neutral,high
الدنيا ما بتوقف على حدا,Ammani,neutral,high
إنت دايماً بتعمل من الحبة قبة,Ammani,Negative,high
يا خوي صفي نيتك وبترتاح,Ammani,neutral,high
شو حركات الولاد الصغار هاي,Ammani,Negative,high
ما بيعجبك العجب,Ammani,Negative,high
كيف الأوضاع عندكم؟ والله بالنا عندكم,Ammani,Positive,high
يا رب يجمعنا على خير بأقرب وقت,Ammani,Positive,high
شو أخبار الغربة معك؟ تعودت ولا لسا,Ammani,Neutral,high
بدنا نعمل سهرة مرتبة بس ترجع,Ammani,Positive,high
والله قعدتك بتسوى الدنيا وما فيها,Ammani,Positive,high
غالي و الطلب رخيص,Ammani,Positive,high
الله يهدي البال ويصلح الحال,Ammani,Positive,high
والله ما بيستاهل حتى كلمة سلام,Ammani,Negative,high
والله فرحتلك من كل قلبي كأنه التخرج إلي,Ammani,Positive,high
"بدنا نتسحر اليوم بوسط البلد، الجو بكون روعة",Ammani,positive,high
